H44005021    K577-FT  00000999BVTI_00684400502120220306183327.DAT 0068B02235    
D000001G03CA0000000020220306080824  0000000000000000000000000000000000000000000000000                                00000000T00000000000000000000000000                000000000000000000000000                        00000000    20180412000000000000                D000000000000                                                                         
D000012A09700001000020220306160108A30002000230000000001100000000001100000000000000009D28AB417FB880400C81400200000001900051800T000000000000202203061601075021006803CA000400000000000000100000099920220303        2032030100000000    201804120000008597005036012326977449D000000000000                                                                7124906A 
D000013E09700001000020220306160110A40002000330000000000000000000000000000000000000009A2CBB317CD880400C81400200000001900041500T000000000000202203060800235021006803CA000400000000000000002000010020220214        2032030100000000    201804120000008352005036012326977449D000000000000                                                                D5279726 
D000014A09700001000020220306160111A40002000330000000001100000000001100000000000000009A2CBB317CD880400C81400200000001900041600T000000000000202203061601105021006803CA000400000000000000002000010020220214        2032030100000000    201804120000008352005036012326977449D000000000000                                                                B128B08B 
D000015E09700001000020220306160112A50002000431000000000000000000000000000000000000009F2A2B017F7880400C81400200000001900042700T000000000000202203060800255021006803CA000400000000000000001600000020220228        2032030100000000    201804120000008037005036012326977449D000000000000                                                                914776B5 
D000016A09700001000020220306160113A50002000431000000001100000000001100000000000000009F2A2B017F7880400C81400200000001900042800T000000000000202203061601125021006803CA000400000000000000001600000020220228        2032030100000000    201804120000008037005036012326977449D000000000000                                                                195EF187 
D000017E09700001000020220306183221A1000000003000000000050000000000050000000000000000952B2B01747880400C81400200000001900065600R000000000000202203061601025021006803CA000400000000000000001500000020220228                00000000    201804120000005580005036012326977449D000000000000                                                                0C10ACA0 
D000018A09700001000020220306183222A1000000003000000000150000000000200000000000000000952B2B01747880400C81400200000001900065700R000000000000202203061832215021006803CA000400000000500000001500000020220228                00000000    201804120000005575005036012326977449D000000000000                                                                E198E8CB 
D000019E09700001000020220306183224A2000000003000000000050000000000050000000000000000902A6B71704880400C81400200000001900045900R000000000000202203061601065021006803CA000400000000000000001500000020220228        2030113000000000    201804120000006831005036012326977449D000000000000                                                                C017093A 
D000020A09700001000020220306183225A2000000003000000000150000000000200000000000000000902A6B71704880400C81400200000001900046000R000000000000202203061832245021006803CA000400000000500000001500000020220228        2030113000000000    201804120000006826005036012326977449D000000000000                                                                9394BE64 
D000021E09700001000020220306183226A30002000230000000000000000000000000000000000000009D28AB417FB880400C81400200000001900051900R000000000000202203061601085021006803CA000400000000000000100000099920220303        2032030100000000    201804120000008586005036012326977449D000000000000                                                                F7292E0A 
D000022A09700001000020220306183227A30002000230000000001100000000001100000000000000009D28AB417FB880400C81400200000001900052000R000000000000202203061832265021006803CA000400000000000000100000099920220303        2032030100000000    201804120000008586005036012326977449D000000000000                                                                CCE9ABD3 
D000023E09700001000020220306183229A40002000330000000000000000000000000000000000000009A2CBB317CD880400C81400200000001900041700R000000000000202203061601115021006803CA000400000000000000002000010020220214        2032030100000000    201804120000008341005036012326977449D000000000000                                                                1D880F6E 
D000024A09700001000020220306183230A40002000330000000001100000000001100000000000000009A2CBB317CD880400C81400200000001900041800R000000000000202203061832295021006803CA000400000000000000002000010020220214        2032030100000000    201804120000008341005036012326977449D000000000000                                                                31EDA3A8 
D000025E09700001000020220306183232A50002000431000000000000000000000000000000000000009F2A2B017F7880400C81400200000001900042900R000000000000202203061601135021006803CA000400000000000000001600000020220228        2032030100000000    201804120000008026005036012326977449D000000000000                                                                7E05A790 
D000026A09700001000020220306183233A50002000431000000001100000000001100000000000000009F2A2B017F7880400C81400200000001900043000R000000000000202203061832325021006803CA000400000000000000001600000020220228        2032030100000000    201804120000008026005036012326977449D000000000000                                                                A15E484B 
D000027A09700001000220220306183259A1000000003000000000000000000000200000000000200000952B2B01747880400C81400200000001900065800R000000000000202203061832225021006803CA000400000000000000001500000020220228                00000000    201804120000005560005036012326977449D000000000000                                                                5F2EF482 
D000028A09700001000220220306183301A2000000003000000000000000000000200000000000200000902A6B71704880400C81400200000001900046100R000000000000202203061832255021006803CA000400000000000000001500000020220228        2030113000000000    201804120000006811005036012326977449D000000000000                                                                269A7496 
D000029A09700001000220220306183303A30002000230000000000000000000001100000000001100009D28AB417FB880400C81400200000001900052100R000000000000202203061832275021006803CA000400000000000000100000099920220303        2032030100000000    201804120000008575005036012326977449D000000000000                                                                E2B74106 
D000030A09700001000220220306183305A40002000330000000000000000000001100000000001100009A2CBB317CD880400C81400200000001900041900R000000000000202203061832305021006803CA000400000000000000002000010020220214        2032030100000000    201804120000008330005036012326977449D000000000000                                                                F5B7EF64 
D000031A09700001000220220306183307A50002000431000000000000000000001100000000001100009F2A2B017F7880400C81400200000001900043100R000000000000202203061832335021006803CA000400000000000000001600000020220228        2032030100000000    201804120000008015005036012326977449D000000000000                                                                0B1EABDB 
T00000000                                          0000310000000209             
